value,description,value_rcl,description_rcl
190,"Aardbeien op stellingen, zaden en opkweekmateriaal",28,vegetables (groenten)
199,"Koolraap, productie",28,vegetables (groenten)
202,"Kroten/rode bieten, zaden en opkweekmateriaal",28,vegetables (groenten)
205,"Kruiden, zaden en opkweekmateriaal",28,vegetables (groenten)
207,Bladkool,28,vegetables (groenten)
208,"Pompoen, zaden en opkweekmateriaal",28,vegetables (groenten)
212,"Sla, ijsberg-, zaden en opkweekmateriaal",28,vegetables (groenten)
214,"Paksoi, productie",28,vegetables (groenten)
217,"Radijs, productie",28,vegetables (groenten)
219,"Sla; overig, zaden en opkweekmateriaal",28,vegetables (groenten)
224,"Boerenkool, zaden en opkweekmateriaal",28,vegetables (groenten)
226,"Koolrabi, zaden en opkweekmateriaal",28,vegetables (groenten)
227,"Spitskool, zaden en opkweekmateriaal",28,vegetables (groenten)
229,"Komkommer, productie",28,vegetables (groenten)
231,"Radijs, zaden en opkweekmateriaal",28,vegetables (groenten)
234,"Bloemkool, zaden en opkweekmateriaal",28,vegetables (groenten)
235,"Augurk, zaden en opkweekmateriaal",28,vegetables (groenten)
236,"Knolselderij, zaden en opkweekmateriaal",28,vegetables (groenten)
242,"Augurk, productie",28,vegetables (groenten)
243,"Savooiekool, zaden en opkweekmateriaal",28,vegetables (groenten)
245,"Witte kool, zaden en opkweekmateriaal",28,vegetables (groenten)
253,"Selderij, bleek- en groen-, zaden en opkweekmateriaal",28,vegetables (groenten)
259,"Andijvie, zaden en opkweekmateriaal",28,vegetables (groenten)
12,"Bieten, suiker-",23,beetroot (bieten)
35,"Waspeen, productie",23,beetroot (bieten)
101,"Bieten, voeder-",23,beetroot (bieten)
156,"Bospeen, productie",23,beetroot (bieten)
196,"Waspeen, zaden en opkweekmateriaal",23,beetroot (bieten)
220,"Winterpeen, zaden en opkweekmateriaal",23,beetroot (bieten)
32,"Koolzaad, winter (incl. boterzaad)",29,oil-producing plants (plantaardige olie)
47,"Vlas, vezel-",29,oil-producing plants (plantaardige olie)
63,"Overige niet genoemde bladgewassen, productie",29,oil-producing plants (plantaardige olie)
82,Blauwmaanzaad,29,oil-producing plants (plantaardige olie)
84,"Hennep, vezel-",29,oil-producing plants (plantaardige olie)
87,Bladrammenas,29,oil-producing plants (plantaardige olie)
95,"Koolzaad, zomer (incl. boterzaad)",29,oil-producing plants (plantaardige olie)
123,Gele mosterd,29,oil-producing plants (plantaardige olie)
124,Zonnebloemen,29,oil-producing plants (plantaardige olie)
181,Aardperen,29,oil-producing plants (plantaardige olie)
203,"Vlas, olie-. Lijnzaad niet van vezelvlas",29,oil-producing plants (plantaardige olie)
209,"Overige niet genoemde bladgewassen, zaden en opkweekmateriaal",29,oil-producing plants (plantaardige olie)
255,Raapzaad,29,oil-producing plants (plantaardige olie)
45,"Erwten, groene/gele (groen te oogsten)",30,beans (boonen)
52,"Stamsperziebonen (=stamslabonen), productie",30,beans (boonen)
53,"Bonen, tuin- (groen te oogsten)",30,beans (boonen)
75,"Bonen, bruine-",30,beans (boonen)
97,"Stamsperziebonen (=stamslabonen), zaden en opkweekmateriaal",30,beans (boonen)
114,Erwten (droog te oogsten),30,beans (boonen)
144,"Stoksnijbonen en stokslabonen, zaden en opkweekmateriaal",30,beans (boonen)
149,"Bonen, tuin- (droog te oogsten) (geen consumptie)",30,beans (boonen)
158,"Bonen, veld- (onder andere duiven-, paarden-, wierbonen)",30,beans (boonen)
160,Kapucijners (en grauwe erwten),30,beans (boonen)
177,Sojabonen,30,beans (boonen)
179,"Lupinen, niet bittere",30,beans (boonen)
197,"Stoksnijbonen en stokslabonen, productie",30,beans (boonen)
210,"Pronkbonen, zaden en opkweekmateriaal",30,beans (boonen)
223,"Peulen, productie",30,beans (boonen)
254,"Pronkbonen, productie",30,beans (boonen)
258,"Peulen, zaden en opkweekmateriaal",30,beans (boonen)
8,"Sierheesters en klimplanten, open grond,",24,flower bulbs (bloembollen)
16,"Overige bloemen, bloembollen en -knollen",24,flower bulbs (bloembollen)
62,"Lelie, bloembollen en -knollen",24,flower bulbs (bloembollen)
64,"Krokus, bloembollen en - knollen",24,flower bulbs (bloembollen)
65,"Overige bloemen, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
69,"Tulp, bloembollen en -knollen",24,flower bulbs (bloembollen)
70,"Gladiool, bloembollen en - knollen",24,flower bulbs (bloembollen)
80,"Hyacint, bloembollen en - knollen",24,flower bulbs (bloembollen)
90,"Rozenstruiken (incl, zaailingen en onderstammen), open grond,",24,flower bulbs (bloembollen)
102,"Narcis, bloembollen en -knollen",24,flower bulbs (bloembollen)
106,Bloemzaden open grond,24,flower bulbs (bloembollen)
110,Tagetes erecta (Afrikaantje),24,flower bulbs (bloembollen)
113,"Dahlia, bloembollen en - knollen",24,flower bulbs (bloembollen)
126,"Gladiool, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
128,"Overige bloemen, droogbloemen",24,flower bulbs (bloembollen)
130,Snijgroen,24,flower bulbs (bloembollen)
133,Tagetes patula (Afrikaantje),24,flower bulbs (bloembollen)
137,"Ericaceae (Zoals erica, calluna, rododendron, azalea), pot- en containerveld,",24,flower bulbs (bloembollen)
153,"Lelie, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
169,"Iris, bloembollen en -knollen",24,flower bulbs (bloembollen)
178,"Tulp, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
185,"Dahlia, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
187,"Narcis, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
191,"Zantedeschia, bloembollen en -knollen",24,flower bulbs (bloembollen)
193,"Rozenstruiken (incl, zaailingen en onderstammen), pot- en containerveld,",24,flower bulbs (bloembollen)
198,"Zantedeschia, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
200,"Ericaceae (Zoals erica, calluna, rododendron, azalea), open grond,",24,flower bulbs (bloembollen)
201,"Amaryllis, bloembollen en -knollen",24,flower bulbs (bloembollen)
211,"Iris, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
213,Teunisbloem,24,flower bulbs (bloembollen)
218,Facelia,24,flower bulbs (bloembollen)
222,"Dahlia, droogbloemen",24,flower bulbs (bloembollen)
239,"Hyacint, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
240,"Gladiool, droogbloemen",24,flower bulbs (bloembollen)
251,"Krokus, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
252,"Amaryllis, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
260,Beemdlangbloem,24,flower bulbs (bloembollen)
11,"Vaste planten, open grond,",8,horticulture/fruits (boomgaard)
19,Peren. Aangeplant voorafgaande aan lopende seizoen.,8,horticulture/fruits (boomgaard)
27,Peren. Aangeplant lopende seizoen.,8,horticulture/fruits (boomgaard)
36,"Sierconiferen, open grond,",8,horticulture/fruits (boomgaard)
48,Appelen. Aangeplant voorafgaande aan lopende seizoen.,8,horticulture/fruits (boomgaard)
56,"Sierconiferen, pot- en containerveld,",8,horticulture/fruits (boomgaard)
68,"Bessen, blauwe",8,horticulture/fruits (boomgaard)
74,Pruimen,8,horticulture/fruits (boomgaard)
78,Appelen. Aangeplant lopende seizoen.,8,horticulture/fruits (boomgaard)
83,"Buxus, open grond,",8,horticulture/fruits (boomgaard)
92,Notenbomen,8,horticulture/fruits (boomgaard)
100,"Vruchtbomen, overig, pot- en containerveld,",8,horticulture/fruits (boomgaard)
105,Kerstbomen,8,horticulture/fruits (boomgaard)
107,"Kersen, zoet",8,horticulture/fruits (boomgaard)
109,"Vaste planten, pot- en containerteelt,",8,horticulture/fruits (boomgaard)
119,"Sierheesters en klimplanten, pot- en containerveld,",8,horticulture/fruits (boomgaard)
129,"Trek- en besheesters, open grond,",8,horticulture/fruits (boomgaard)
134,"Vruchtbomen, overig, open grond,",8,horticulture/fruits (boomgaard)
142,"Overig kleinfruit (zoals kruisbessen, kiwi's)",8,horticulture/fruits (boomgaard)
145,"Bessen, rode",8,horticulture/fruits (boomgaard)
147,"Overige pit- en steenvruchten (zoals perziken, tafeldruiven)",8,horticulture/fruits (boomgaard)
150,"Bessen, zwarte (opbrengst verwerkt voor verwerkende industrie)",8,horticulture/fruits (boomgaard)
154,Wijndruiven,8,horticulture/fruits (boomgaard)
155,"Vruchtbomen, onderstammen, open grond,",8,horticulture/fruits (boomgaard)
161,Frambozen,8,horticulture/fruits (boomgaard)
163,Hop,8,horticulture/fruits (boomgaard)
166,"Vruchtbomen, moerbomen, open grond,",8,horticulture/fruits (boomgaard)
168,"Kersen, zuur (opbrengst bestemd voor verwerkende industrie)",8,horticulture/fruits (boomgaard)
171,"Buxus, pot- en containerveld,",8,horticulture/fruits (boomgaard)
176,"Bos- en haagplanten, pot- en containerveld,",8,horticulture/fruits (boomgaard)
192,Bramen,8,horticulture/fruits (boomgaard)
230,"Trek- en besheesters, pot- en containerveld,",8,horticulture/fruits (boomgaard)
244,"Vruchtbomen, moerbomen, pot- en containerveld,",8,horticulture/fruits (boomgaard)
57,"Onbeteelde grond, tijdelijk",13,fallow (braakland)
72,"Rand, grenzend aan bouwland, hoofdzakelijk bestaand uit een ander gewas dan gras",13,fallow (braakland)
79,Onbeteelde grond vanwege een teeltverbod/ontheffing,13,fallow (braakland)
94,Miscanthus (olifantsgras),13,fallow (braakland)
141,Raketblad (aaltjesvanggewas),13,fallow (braakland)
148,Karwijzaad (oogst dit jaar),13,fallow (braakland)
165,"Rand, grenzend aan blijvend grasland of een blijvende teelt, hoofdzakelijk bestaand uit een ander gewas dan gras",13,fallow (braakland)
204,Ethiopische mosterd,13,fallow (braakland)
221,Zwaardherik (aaltjesvanggewas),13,fallow (braakland)
225,Rolklaver,13,fallow (braakland)
232,Deder,13,fallow (braakland)
237,Sarepta mosterd/Caliente,13,fallow (braakland)
241,Timothee,13,fallow (braakland)
246,Brandnetel,13,fallow (braakland)
249,Zwarte mosterd,13,fallow (braakland)
250,Meekrap,13,fallow (braakland)
257,Esparcette,13,fallow (braakland)
