value,description,value_rcl,description_rcl
134,"Aardbeien open grond, vermeerdering",28,vegetables (groenten)
137,"Knolvenkel/venkel, productie",28,vegetables (groenten)
141,"Andijvie, productie",28,vegetables (groenten)
146,"Winterpeen, zaden en opkweekmateriaal",28,vegetables (groenten)
147,"Spruitkool/spruitjes, productie",28,vegetables (groenten)
150,"Aardbeien op stellingen, zaden en opkweekmateriaal",28,vegetables (groenten)
152,"Waspeen, zaden en opkweekmateriaal",28,vegetables (groenten)
153,"Kroten/rode bieten, productie",28,vegetables (groenten)
155,"Sla; overig, zaden en opkweekmateriaal",28,vegetables (groenten)
156,"Asperges, zaden en opkweekmateriaal",28,vegetables (groenten)
157,"Radijs, productie",28,vegetables (groenten)
159,"Lavas (Maggiplant), productie",28,vegetables (groenten)
160,"Prei, winter, zaden en opkweekmateriaal",28,vegetables (groenten)
163,"Pastinaak, productie",28,vegetables (groenten)
169,"Kruiden, productie",28,vegetables (groenten)
179,Schorseneren; productie,28,vegetables (groenten)
180,"Aardbeien open grond, productie",28,vegetables (groenten)
181,"Valeriaan, productie",28,vegetables (groenten)
182,Wortelpeterselie,28,vegetables (groenten)
183,"Uien, zilver-",28,vegetables (groenten)
189,"Courgette, productie",28,vegetables (groenten)
193,"Peterselie, productie",28,vegetables (groenten)
194,"Boerenkool, productie",28,vegetables (groenten)
199,Stoppelknollen,28,vegetables (groenten)
201,"Rabarber, zaden en opkweekmateriaal",28,vegetables (groenten)
207,"Aardbeien op stellingen, vermeerdering",28,vegetables (groenten)
208,"Koolrabi, productie",28,vegetables (groenten)
215,"Kruiden, zaden en opkweekmateriaal",28,vegetables (groenten)
217,Knoflook,28,vegetables (groenten)
218,"Aardbeien open grond, zaden en opkweekmateriaal",28,vegetables (groenten)
219,"Augurk, zaden en opkweekmateriaal",28,vegetables (groenten)
220,"Sla; radicchio rosso, zaden en opkweekmateriaal",28,vegetables (groenten)
221,"Bloemkool, zomer, zaden en opkweekmateriaal",28,vegetables (groenten)
222,"Witte kool, zaden en opkweekmateriaal",28,vegetables (groenten)
226,"Kroten/rode bieten, zaden en opkweekmateriaal",28,vegetables (groenten)
229,"Selderij, bleek- en groen-, productie",28,vegetables (groenten)
230,"Savooiekool, productie",28,vegetables (groenten)
233,"Prei, zomer, zaden en opkweekmateriaal",28,vegetables (groenten)
234,"Koolraap, productie",28,vegetables (groenten)
237,"Pompoen, zaden en opkweekmateriaal",28,vegetables (groenten)
240,"Paksoi, productie",28,vegetables (groenten)
241,"Witlofwortel, zaden en opkweekmateriaal",28,vegetables (groenten)
246,"Brocolli, zaden en opkweekmateriaal",28,vegetables (groenten)
248,Bladkool,28,vegetables (groenten)
249,"Raapstelen, productie",28,vegetables (groenten)
252,"Komkommer, productie",28,vegetables (groenten)
254,"Radijs, zaden en opkweekmateriaal",28,vegetables (groenten)
260,"Raapstelen, zaden en opkweekmateriaal",28,vegetables (groenten)
265,"Valeriaan, zaden en opkweekmateriaal",28,vegetables (groenten)
267,"Meloen, zaden en opkweekmateriaal",28,vegetables (groenten)
269,"Selderij, bleek- en groen-, zaden en opkweekmateriaal",28,vegetables (groenten)
270,"Savooiekool, zaden en opkweekmateriaal",28,vegetables (groenten)
272,"Bloemkool, winter, zaden en opkweekmateriaal",28,vegetables (groenten)
277,"Knolselderij, zaden en opkweekmateriaal",28,vegetables (groenten)
279,"Sla, ijsberg-, zaden en opkweekmateriaal",28,vegetables (groenten)
280,"Koolrabi, zaden en opkweekmateriaal",28,vegetables (groenten)
282,"Bospeen, zaden en opkweekmateriaal",28,vegetables (groenten)
285,"Pastinaak, zaden en opkweekmateriaal",28,vegetables (groenten)
286,"Boerenkool, zaden en opkweekmateriaal",28,vegetables (groenten)
288,"Augurk, productie",28,vegetables (groenten)
292,"Peterselie, zaden en opkweekmateriaal",28,vegetables (groenten)
294,"Spruitkool/spruitjes, zaden en opkweekmateriaal",28,vegetables (groenten)
15,"Bieten, suiker-",23,beetroot (bieten)
140,"Bieten, voeder-",23,beetroot (bieten)
8,Bladrammenas,29,oil-producing plants (plantaardige olie)
52,"Hennep, vezel-",29,oil-producing plants (plantaardige olie)
59,Zonnebloemen,29,oil-producing plants (plantaardige olie)
63,Blauwmaanzaad,29,oil-producing plants (plantaardige olie)
123,"Vlas, vezel-",29,oil-producing plants (plantaardige olie)
135,"Koolzaad, winter (incl. boterzaad)",29,oil-producing plants (plantaardige olie)
151,"Overige niet genoemde bladgewassen, zaden en opkweekmateriaal",29,oil-producing plants (plantaardige olie)
170,Igniscum Candy,29,oil-producing plants (plantaardige olie)
188,"Overige niet genoemde bladgewassen, productie",29,oil-producing plants (plantaardige olie)
227,"Koolzaad, zomer (incl. boterzaad)",29,oil-producing plants (plantaardige olie)
228,Aardperen,29,oil-producing plants (plantaardige olie)
255,"Vlas, olie- Lijnzaad niet van vezelvlas",29,oil-producing plants (plantaardige olie)
70,Erwten (droog te oogsten),30,beans (boonen)
78,"Stamsperziebonen (=stamslabonen), productie",30,beans (boonen)
98,"Bonen, tuin- (groen te oogsten)",30,beans (boonen)
99,"Erwten, groene/gele (groen te oogsten)",30,beans (boonen)
108,"Peulen, productie",30,beans (boonen)
116,"Bonen, bruine-",30,beans (boonen)
144,"Stoksnijbonen en stokslabonen, zaden en opkweekmateriaal",30,beans (boonen)
148,Kapucijners (en grauwe erwten),30,beans (boonen)
166,"Bonen, tuin- (droog te oogsten) (geen consumptie)",30,beans (boonen)
168,"Bonen, veld- (onder andere duiven-, paarden-, wierbonen)",30,beans (boonen)
197,"Stamsperziebonen (=stamslabonen), zaden en opkweekmateriaal",30,beans (boonen)
202,Sojabonen,30,beans (boonen)
203,"Pronkbonen, zaden en opkweekmateriaal",30,beans (boonen)
210,"Stoksnijbonen en stokslabonen, productie",30,beans (boonen)
212,"Lupinen, niet bittere",30,beans (boonen)
258,"Peulen, zaden en opkweekmateriaal",30,beans (boonen)
20,"Tulp, bloembollen en -knollen",24,flower bulbs (bloembollen)
37,"Sierheesters en klimplanten, open grond,",24,flower bulbs (bloembollen)
42,"Rozenstruiken (incl, zaailingen en onderstammen), pot- en containerveld,",24,flower bulbs (bloembollen)
43,Tagetes patula (Afrikaantje),24,flower bulbs (bloembollen)
53,"Sierconiferen, open grond,",24,flower bulbs (bloembollen)
77,"Overige bloemen, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
79,"Gladiool, bloembollen en - knollen",24,flower bulbs (bloembollen)
86,"Lelie, bloembollen en -knollen",24,flower bulbs (bloembollen)
91,"Overige bloemen, bloembollen en -knollen",24,flower bulbs (bloembollen)
105,"Krokus, bloembollen en - knollen",24,flower bulbs (bloembollen)
109,"Hyacint, bloembollen en - knollen",24,flower bulbs (bloembollen)
110,"Ericaceae (Zoals erica, calluna, rododendron, azalea), pot- en containerveld,",24,flower bulbs (bloembollen)
113,"Iris, bloembollen en -knollen",24,flower bulbs (bloembollen)
114,"Narcis, bloembollen en -knollen",24,flower bulbs (bloembollen)
115,"Pioenroos, bloembollen en -knollen",24,flower bulbs (bloembollen)
118,"Ericaceae (Zoals erica, calluna, rododendron, azalea), open grond,",24,flower bulbs (bloembollen)
125,"Rozenstruiken (incl, zaailingen en onderstammen), open grond,",24,flower bulbs (bloembollen)
128,"Pioenroos, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
130,"Zantedeschia, bloembollen en -knollen",24,flower bulbs (bloembollen)
142,"Zantedeschia, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
162,"Overige bloemen, droogbloemen",24,flower bulbs (bloembollen)
164,"Dahlia, bloembollen en - knollen",24,flower bulbs (bloembollen)
171,"Gladiool, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
173,Tagetes erecta (Afrikaantje),24,flower bulbs (bloembollen)
187,Bloemzaden open grond,24,flower bulbs (bloembollen)
191,"Sierui, bloembollen en -knollen",24,flower bulbs (bloembollen)
192,"Blauw druifje, bloembollen en -knollen",24,flower bulbs (bloembollen)
198,Snijgroen,24,flower bulbs (bloembollen)
200,"Hyacint, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
206,"Dahlia, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
211,"Lelie, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
216,"Chrysant, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
224,"Amaryllis, bloembollen en -knollen",24,flower bulbs (bloembollen)
232,"Echinacea (zonnehoed), productie",24,flower bulbs (bloembollen)
235,"Narcis, droogbloemen",24,flower bulbs (bloembollen)
243,Teunisbloem,24,flower bulbs (bloembollen)
244,"Tulp, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
251,"Sierui, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
253,"Iris, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
259,"Narcis, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
262,"Krokus, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
266,"Amaryllis, droogbloemen",24,flower bulbs (bloembollen)
268,"Blauw druifje, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
275,"Echinacea (zonnehoed), zaden en opkweekmateriaal",24,flower bulbs (bloembollen)
281,"Gladiool, droogbloemen",24,flower bulbs (bloembollen)
284,"Blauw druifje, droogbloemen",24,flower bulbs (bloembollen)
287,"Kuifhyacint, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
290,Goudsbloem,24,flower bulbs (bloembollen)
291,"Amaryllis, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
24,Appelen. Aangeplant voorafgaande aan lopende seizoen.,8,horticulture/fruits (boomgaard)
49,Peren. Aangeplant voorafgaande aan lopende seizoen.,8,horticulture/fruits (boomgaard)
50,Hop,8,horticulture/fruits (boomgaard)
57,"Bessen, blauwe",8,horticulture/fruits (boomgaard)
60,"Kersen, zoet",8,horticulture/fruits (boomgaard)
71,"Sierheesters en klimplanten, pot- en containerveld,",8,horticulture/fruits (boomgaard)
87,Kerstbomen,8,horticulture/fruits (boomgaard)
95,Cranberry,8,horticulture/fruits (boomgaard)
97,Wijndruiven,8,horticulture/fruits (boomgaard)
101,"Sierconiferen, pot- en containerveld,",8,horticulture/fruits (boomgaard)
103,Notenbomen,8,horticulture/fruits (boomgaard)
106,Peren. Aangeplant lopende seizoen.,8,horticulture/fruits (boomgaard)
111,"Vaste planten, pot- en containerteelt,",8,horticulture/fruits (boomgaard)
120,"Buxus, open grond,",8,horticulture/fruits (boomgaard)
129,"Vaste planten, open grond,",8,horticulture/fruits (boomgaard)
133,"Vruchtbomen, onderstammen, open grond,",8,horticulture/fruits (boomgaard)
136,Appelen. Aangeplant lopende seizoen.,8,horticulture/fruits (boomgaard)
138,"Vruchtbomen, moerbomen, open grond,",8,horticulture/fruits (boomgaard)
139,Pruimen,8,horticulture/fruits (boomgaard)
154,"Bessen, zwarte (opbrengst verwerkt voor verwerkende industrie)",8,horticulture/fruits (boomgaard)
158,"Vruchtbomen, overig, open grond,",8,horticulture/fruits (boomgaard)
161,"Buxus, pot- en containerveld,",8,horticulture/fruits (boomgaard)
167,"Overig kleinfruit (zoals kruisbessen, kiwi's)",8,horticulture/fruits (boomgaard)
175,Frambozen,8,horticulture/fruits (boomgaard)
178,"Bessen, rode",8,horticulture/fruits (boomgaard)
186,"Trek- en besheesters, open grond,",8,horticulture/fruits (boomgaard)
190,Bramen,8,horticulture/fruits (boomgaard)
196,"Kersen, zuur (opbrengst bestemd voor verwerkende industrie)",8,horticulture/fruits (boomgaard)
223,"Overige pit- en steenvruchten (zoals perziken, tafeldruiven)",8,horticulture/fruits (boomgaard)
236,"Trek- en besheesters, pot- en containerveld,",8,horticulture/fruits (boomgaard)
242,"Vruchtbomen, overig, pot- en containerveld,",8,horticulture/fruits (boomgaard)
257,"Vruchtbomen, moerbomen, pot- en containerveld,",8,horticulture/fruits (boomgaard)
289,"Vruchtbomen, onderstammen, pot- en containerveld,",8,horticulture/fruits (boomgaard)
26,"Rand, grenzend aan bouwland, hoofdzakelijk bestaand uit een ander gewas dan gras",13,fallow (braakland)
38,Facelia,13,fallow (braakland)
46,Onbeteelde grond vanwege een teeltverbod/ontheffing,13,fallow (braakland)
47,"Onbeteelde grond, tijdelijk",13,fallow (braakland)
55,Agrarisch natuurmengsel,13,fallow (braakland)
69,Miscanthus (olifantsgras),13,fallow (braakland)
100,"Rand, grenzend aan blijvend grasland of een blijvende teelt, hoofdzakelijk bestaand uit een ander gewas dan gras",13,fallow (braakland)
117,Karwijzaad (oogst dit jaar),13,fallow (braakland)
149,Timothee,13,fallow (braakland)
174,Gele mosterd,13,fallow (braakland)
195,Kanariezaad,13,fallow (braakland)
205,Sarepta mosterd/Caliente,13,fallow (braakland)
238,"Angelica, productie",13,fallow (braakland)
239,Raketblad (aaltjesvanggewas),13,fallow (braakland)
247,"Wikke, voeder-",13,fallow (braakland)
250,"Wikke, bonte",13,fallow (braakland)
256,Ethiopische mosterd,13,fallow (braakland)
261,Papaver,13,fallow (braakland)
263,Esparcette,13,fallow (braakland)
264,Brandnetel,13,fallow (braakland)
273,Zwarte mosterd,13,fallow (braakland)
278,Deder,13,fallow (braakland)
295,Zwaardherik (aaltjesvanggewas),13,fallow (braakland)
