value,description,value_rcl,description_rcl
15,"Erwten, groene/gele (groen te oogsten)",30,beans (boonen)
19,"Bonen, bruine-",30,beans (boonen)
32,"Lupinen, niet bittere",30,beans (boonen)
66,"Stamsperziebonen (=stamslabonen), productie",30,beans (boonen)
70,"Stoksnijbonen en stokslabonen, zaden en opkweekmateriaal",30,beans (boonen)
79,Erwten (droog te oogsten),30,beans (boonen)
85,Sojabonen,30,beans (boonen)
90,"Bonen, veld- (onder andere duiven-, paarden-, wierbonen)",30,beans (boonen)
102,"Bonen, tuin- (groen te oogsten)",30,beans (boonen)
115,"Overige groenbemesters, vlinderbloemige-",30,beans (boonen)
190,Kapucijners (en grauwe erwten),30,beans (boonen)
199,"Bonen, tuin- (droog te oogsten) (geen consumptie)",30,beans (boonen)
245,"Stoksnijbonen en stokslabonen, productie",30,beans (boonen)
251,"Stamsperziebonen (=stamslabonen), zaden en opkweekmateriaal",30,beans (boonen)
258,"Pronkbonen, zaden en opkweekmateriaal",30,beans (boonen)
304,"Pronkbonen, productie",30,beans (boonen)
26,"Lelie, bloembollen en -knollen",24,flower bulbs (bloembollen)
40,"Rozenstruiken (incl, zaailingen en onderstammen), open grond,",24,flower bulbs (bloembollen)
69,"Overige bloemen, bloembollen en -knollen",24,flower bulbs (bloembollen)
88,"Tulp, bloembollen en -knollen",24,flower bulbs (bloembollen)
89,"Krokus, bloembollen en - knollen",24,flower bulbs (bloembollen)
96,"Overige bloemen, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
97,"Zantedeschia, bloembollen en -knollen",24,flower bulbs (bloembollen)
109,"Blauw druifje, bloembollen en -knollen",24,flower bulbs (bloembollen)
112,"Pioenroos, vermeerdering",24,flower bulbs (bloembollen)
116,Tagetes patula (Afrikaantje),24,flower bulbs (bloembollen)
118,"Pioenroos, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
121,Tagetes erecta (Afrikaantje),24,flower bulbs (bloembollen)
130,"Hyacint, bloembollen en - knollen",24,flower bulbs (bloembollen)
135,"Narcis, bloembollen en -knollen",24,flower bulbs (bloembollen)
138,Bloemzaden open grond,24,flower bulbs (bloembollen)
139,"Chrysant, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
147,"Rozenstruiken (incl, zaailingen en onderstammen), pot- en containerveld,",24,flower bulbs (bloembollen)
152,"Iris, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
168,"Gladiool, bloembollen en - knollen",24,flower bulbs (bloembollen)
172,"Dahlia, droogbloemen",24,flower bulbs (bloembollen)
174,"Lelie, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
175,"Tulp, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
183,"Sierui, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
186,"Sierui, bloembollen en -knollen",24,flower bulbs (bloembollen)
188,"Dahlia, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
194,Snijgroen,24,flower bulbs (bloembollen)
202,"Iris, Bolvormend",24,flower bulbs (bloembollen)
214,"Dahlia, bloembollen en - knollen",24,flower bulbs (bloembollen)
222,"Pioenroos, droogbloemen",24,flower bulbs (bloembollen)
227,"Overige bloemen, droogbloemen",24,flower bulbs (bloembollen)
236,"Ericaceae (Zoals erica, calluna, rododendron, azalea), pot- en containerveld,",24,flower bulbs (bloembollen)
240,"Amaryllis, bloembollen en -knollen",24,flower bulbs (bloembollen)
242,"Gladiool, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
246,Teunisbloem,24,flower bulbs (bloembollen)
249,"Ericaceae (Zoals erica, calluna, rododendron, azalea), open grond,",24,flower bulbs (bloembollen)
260,"Narcis, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
266,Adonis,24,flower bulbs (bloembollen)
280,"Amaryllis, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
284,Goudsbloem,24,flower bulbs (bloembollen)
285,"Echinacea (zonnehoed), zaden en opkweekmateriaal",24,flower bulbs (bloembollen)
286,"Echinacea (zonnehoed), productie",24,flower bulbs (bloembollen)
292,"Blauw druifje, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
297,"Krokus, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
298,Vergeet mij nietje,24,flower bulbs (bloembollen)
300,"Iris, Rhizoomvormend",24,flower bulbs (bloembollen)
305,Leeuwenbekjes,24,flower bulbs (bloembollen)
308,"Hyacint, droogbloemen",24,flower bulbs (bloembollen)
309,"Hyacint, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
315,Saffloer,24,flower bulbs (bloembollen)
316,"Zantedeschia, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
317,"Kuifhyacint, overige bloemkwekerijgewassen",24,flower bulbs (bloembollen)
318,Zonnekroon,24,flower bulbs (bloembollen)
320,"Lelie, droogbloemen",24,flower bulbs (bloembollen)
21,"Sierheesters en klimplanten, open grond,",8,horticulture/fruits (boomgaard)
28,Peren. Aangeplant voorafgaande aan lopende seizoen.,8,horticulture/fruits (boomgaard)
31,Kerstbomen,8,horticulture/fruits (boomgaard)
33,"Buxus, open grond,",8,horticulture/fruits (boomgaard)
34,"Sierconiferen, open grond,",8,horticulture/fruits (boomgaard)
37,"Vruchtbomen, moerbomen, open grond,",8,horticulture/fruits (boomgaard)
38,"Vruchtbomen, onderstammen, open grond,",8,horticulture/fruits (boomgaard)
41,"Vaste planten, open grond,",8,horticulture/fruits (boomgaard)
42,Appelen. Aangeplant voorafgaande aan lopende seizoen.,8,horticulture/fruits (boomgaard)
44,"Sierconiferen, pot- en containerveld,",8,horticulture/fruits (boomgaard)
60,"Kersen, zoet",8,horticulture/fruits (boomgaard)
61,Pruimen,8,horticulture/fruits (boomgaard)
63,"Vruchtbomen, overig, open grond,",8,horticulture/fruits (boomgaard)
104,Notenbomen,8,horticulture/fruits (boomgaard)
107,Bramen,8,horticulture/fruits (boomgaard)
110,"Sierheesters en klimplanten, pot- en containerveld,",8,horticulture/fruits (boomgaard)
120,Peren. Aangeplant lopende seizoen.,8,horticulture/fruits (boomgaard)
128,"Kersen, zuur (opbrengst bestemd voor verwerkende industrie)",8,horticulture/fruits (boomgaard)
129,Frambozen,8,horticulture/fruits (boomgaard)
137,"Overig kleinfruit (zoals kruisbessen, kiwi's)",8,horticulture/fruits (boomgaard)
149,"Bessen, rode",8,horticulture/fruits (boomgaard)
150,Appelen. Aangeplant lopende seizoen.,8,horticulture/fruits (boomgaard)
151,"Buxus, pot- en containerveld,",8,horticulture/fruits (boomgaard)
170,"Vaste planten, pot- en containerteelt,",8,horticulture/fruits (boomgaard)
173,"Vruchtbomen, overig, pot- en containerveld,",8,horticulture/fruits (boomgaard)
181,Wijndruiven,8,horticulture/fruits (boomgaard)
182,"Bessen, blauwe",8,horticulture/fruits (boomgaard)
203,"Vruchtbomen, moerbomen, pot- en containerveld,",8,horticulture/fruits (boomgaard)
220,"Trek- en besheesters, pot- en containerveld,",8,horticulture/fruits (boomgaard)
221,"Trek- en besheesters, open grond,",8,horticulture/fruits (boomgaard)
231,Hop,8,horticulture/fruits (boomgaard)
233,"Bessen, zwarte (opbrengst verwerkt voor verwerkende industrie)",8,horticulture/fruits (boomgaard)
238,"Overige pit- en steenvruchten (zoals perziken, tafeldruiven)",8,horticulture/fruits (boomgaard)
265,Cranberry,8,horticulture/fruits (boomgaard)
270,"Vruchtbomen, onderstammen, pot- en containerveld,",8,horticulture/fruits (boomgaard)
62,"Tijdelijk onbeteelde grond, anders dan voor publieke werken",13,fallow (braakland)
68,"Rand, grenzend aan bouwland, hoofdzakelijk bestaand uit een ander gewas dan gras. (EA: beheer)",13,fallow (braakland)
75,"Rand, grenzend aan bouwland, hoofdzakelijk bestaand uit een ander gewas dan gras. (EA: onbeheerd)",13,fallow (braakland)
87,Drachtplanten,13,fallow (braakland)
113,Onbeteelde grond vanwege een teeltverbod/ontheffing,13,fallow (braakland)
131,"Rand, grenzend aan blijvend grasland of een blijvende teelt, hoofdzakelijk bestaand uit een ander gewas dan gras",13,fallow (braakland)
132,Facelia,13,fallow (braakland)
134,"Tijdelijk onbeteelde grond, i.v.m. publieke werken",13,fallow (braakland)
171,"Rand, liggend op bouwland en direct grenzend aan bos. Geen landbouwproductie.",13,fallow (braakland)
189,Gele mosterd,13,fallow (braakland)
200,Sarepta mosterd/Caliente,13,fallow (braakland)
215,Miscanthus (olifantsgras),13,fallow (braakland)
218,"Bufferstrook, rand (inclusief eventuele oevervegetatie)",13,fallow (braakland)
219,Timothee,13,fallow (braakland)
234,Ethiopische mosterd,13,fallow (braakland)
235,Karwijzaad (oogst dit jaar),13,fallow (braakland)
255,Kanariezaad,13,fallow (braakland)
257,Papaver,13,fallow (braakland)
259,Zwarte mosterd,13,fallow (braakland)
268,Esparcette,13,fallow (braakland)
276,Zwaardherik (aaltjesvanggewas),13,fallow (braakland)
278,Deder,13,fallow (braakland)
279,Meekrap,13,fallow (braakland)
287,Brandnetel,13,fallow (braakland)
288,Raapzaad,13,fallow (braakland)
296,"Wilde marjolein (Oregano), productie",13,fallow (braakland)
312,Raketblad (aaltjesvanggewas),13,fallow (braakland)
313,Vrouwenmantel,13,fallow (braakland)
