value,description,value_rcl,description_rcl
15,Groenten open grond (inclusief groentezaden),28,vegetables (groenten)
29,"Uien, zaai-",28,vegetables (groenten)
33,Cichorei,28,vegetables (groenten)
6,"Bieten, suiker-",23,beetroot (bieten)
54,"Bieten, voeder-",23,beetroot (bieten)
31,"Koolzaad, winter (ook boterzaad)",29,oil-producing plants (plantaardige olie)
60,"Vlas, vezel- (voor zaaizaad)",29,oil-producing plants (plantaardige olie)
62,Zonnebloemen,29,oil-producing plants (plantaardige olie)
65,Blauwmaanzaad,29,oil-producing plants (plantaardige olie)
76,"Hennep, vezel-",29,oil-producing plants (plantaardige olie)
78,"Vlas, vezel- (niet voor zaaizaad)",29,oil-producing plants (plantaardige olie)
80,"Koolzaad, zomer (ook boterzaad)",29,oil-producing plants (plantaardige olie)
84,Raapzaad,29,oil-producing plants (plantaardige olie)
96,Lijnzaad niet van vezelvlas (olievlas),29,oil-producing plants (plantaardige olie)
4,"Bonen, bruine",30,beans (boonen)
38,"Bonen, tuin- (groen te oogsten)",30,beans (boonen)
45,"Erwten, groene/gele, groen te oogsten",30,beans (boonen)
48,Kapucijners (en grauwe erwten),30,beans (boonen)
61,"Bonen, tuin- (droog te oogsten) (geen consumptie)",30,beans (boonen)
70,"Erwten, groene, droog te oogsten (geen conserven)",30,beans (boonen)
73,"Bonen, veld-(oa duive-, paarde-, wierbonen)(droog te oogsten",30,beans (boonen)
82,"Lupinen, niet bittere-",30,beans (boonen)
87,Schokkers,30,beans (boonen)
94,Sojabonen,30,beans (boonen)
14,Bloemkwekerijgewassen (inclusief bloemzaden),24,flower bulbs (bloembollen)
26,"Tagetes (zand, loss) (geen groene braak)",24,flower bulbs (bloembollen)
42,Bloembollen en - knollen,24,flower bulbs (bloembollen)
9,Fruit,8,horticulture/fruits (boomgaard)
25,Boomkwekerij en vaste planten,8,horticulture/fruits (boomgaard)
66,Walnoten,8,horticulture/fruits (boomgaard)
75,Hazelnoten,8,horticulture/fruits (boomgaard)
10,Karwijzaad (oogst dit jaar),13,fallow (braakland)
21,Miscanthus (olifantsgras),13,fallow (braakland)
41,"Onbeteelde grond, tijdelijk",13,fallow (braakland)
55,Onbeteelde grond door een teeltverbod/ontheffing,13,fallow (braakland)
58,"Braak, natuur-",13,fallow (braakland)
81,Kanariezaad,13,fallow (braakland)
89,Braak met bos (SBL-regeling na 28 juni 1995),13,fallow (braakland)
92,"Heide, begraasd",13,fallow (braakland)
95,Onbekend/gewas niet opgegeven,13,fallow (braakland)
