value,description,value_rcl,description_rcl
71,"Hennep, vezel-",29,oil-producing plants (plantaardige olie)
79,Lijnzaad niet van vezelvlas (olievlas),29,oil-producing plants (plantaardige olie)
92,Raapzaad,29,oil-producing plants (plantaardige olie)
96,Aardperen,29,oil-producing plants (plantaardige olie)
30,"Erwten, groene/gele, groen te oogsten",30,beans (boonen)
40,"Bonen, tuin- (groen te oogsten)",30,beans (boonen)
43,"Bonen, bruine",30,beans (boonen)
47,"Erwten, groene, droog te oogsten (geen conserven)",30,beans (boonen)
70,Kapucijners (en grauwe erwten),30,beans (boonen)
73,"Groenbemesters, vlinderbloemige- (geen groene braak)",30,beans (boonen)
74,"Lupinen, niet bittere-",30,beans (boonen)
75,"Bonen, veld-(oa duive-, paarde-, wierbonen)(droog te oogsten",30,beans (boonen)
87,"Bonen, tuin- (droog te oogsten) (geen consumptie)",30,beans (boonen)
98,Schokkers,30,beans (boonen)
99,Sojabonen,30,beans (boonen)
6,Bloembollen en - knollen,24,flower bulbs (bloembollen)
14,Boomkwekerij en vaste planten,24,flower bulbs (bloembollen)
34,Bloemkwekerijgewassen (inclusief bloemzaden),24,flower bulbs (bloembollen)
61,"Tagetes (zand, loss) (geen groene braak)",24,flower bulbs (bloembollen)
35,Fruit,8,horticulture/fruits (boomgaard)
60,Tuinbouwzaden,8,horticulture/fruits (boomgaard)
91,Walnoten,8,horticulture/fruits (boomgaard)
95,Hazelnoten,8,horticulture/fruits (boomgaard)
38,"Onbeteelde grond, tijdelijk",13,fallow (braakland)
41,"Braak, groene- 5 meter",13,fallow (braakland)
46,"Braak, groene-",13,fallow (braakland)
49,Onbekend/gewas niet opgegeven,13,fallow (braakland)
72,"Braak, natuur-",13,fallow (braakland)
77,"Braak, zwarte- met ontheffing",13,fallow (braakland)
78,Braak met niet in lijst voorkomend non food/non feed-gewas,13,fallow (braakland)
81,Braak met bos (SBL-regeling na 28 juni 1995),13,fallow (braakland)
84,Karwijzaad (oogst dit jaar),13,fallow (braakland)
89,Kanariezaad,13,fallow (braakland)
93,Miscanthus (olifantsgras),13,fallow (braakland)
